confirms,0.084022,0.066874,0.050113,0.075646,0.082841,0.040048,0.056599,0.074218,0.032836,0.075827,0.071007,0.032727,0.067690,0.045443,0.071559,0.078555,0.033058,0.040518,0.036199,0.040623,0.031693,0.025941,0.016373,0.082351,0.023165,0.055681,0.043793,0.041536,0.091352,0.014569,0.040507,0.043845,0.046398,0.031282,0.073282,0.075571,0.037823,0.090716,0.031807,0.072461,0.054080,0.062644,0.053865,0.069309,0.061054,0.055245,0.052972,0.066467,0.027671,0.082410,0.055748,0.009089,0.010927,0.053215,0.055530,0.026090,0.023480,0.038043,0.045840,0.009398,0.038790,0.094114,0.090223,0.077751,0.029325,0.062491,0.025167,0.046854,0.066747,0.047489,0.074325,0.048459,0.048036,0.078743,0.060222,0.055769,0.058283,0.073575,0.046682,0.053185,0.079993,0.018140,0.058530,0.064285,0.050208,0.025973,0.030128,0.070681,0.060392,0.041563,0.063750,0.041214,0.038941,0.089104,0.047703,0.085265,0.066937,0.071733,0.042249,0.049747,
it,0.043847,0.056608,0.071390,0.077768,0.033912,0.061607,0.067224,0.054648,0.051990,0.044617,0.063642,0.018170,0.065105,0.019065,0.024800,0.051838,0.051620,0.033583,0.038755,0.065834,0.024781,0.032539,0.046374,0.055722,0.087129,0.078315,0.058403,0.060645,0.040622,0.064488,0.040306,0.020415,0.072175,0.049735,0.023169,0.049869,0.018287,0.070199,0.050307,0.058118,0.049973,0.094265,0.011453,0.026321,0.021577,0.054220,0.054693,0.070798,0.056379,0.055037,0.067675,0.084458,0.011144,0.011575,0.067764,0.012071,0.017558,0.018962,0.061007,0.057535,0.044876,0.070242,0.005176,0.012785,0.053351,0.033054,0.074146,0.033250,0.098616,0.027337,0.086710,0.033458,0.041632,0.091326,0.067926,0.017017,0.054933,0.063168,0.072884,0.084970,0.056669,0.056506,0.060873,0.047119,0.053996,0.042916,0.064835,0.084237,0.057250,0.062005,0.075924,0.076967,0.050074,0.046097,0.003502,0.057350,0.071472,0.080855,0.052736,0.091215,
embark,0.088125,0.080283,0.092660,0.074987,0.059531,0.049133,0.042088,0.058446,0.082230,0.039765,0.069290,0.045333,0.039524,0.021231,0.055844,0.041885,0.025741,0.027690,0.011009,0.047719,0.053588,0.049981,0.036953,0.051818,0.034504,0.038977,0.058608,0.015227,0.034647,0.031529,0.048197,0.059440,0.045070,0.056449,0.040385,0.035762,0.045219,0.030329,0.078623,0.046848,0.037549,0.063502,0.025693,0.026328,0.036860,0.015486,0.034664,0.022974,0.046340,0.081368,0.074151,0.070636,0.041668,0.053178,0.059407,0.042080,0.079136,0.031403,0.053133,0.030183,0.087043,0.061381,0.069875,0.055853,0.058172,0.007555,0.035502,0.071876,0.073053,0.047127,0.014297,0.049773,0.032378,0.075194,0.078596,0.020847,0.087753,0.026178,0.023434,0.054069,0.073592,0.045601,0.064420,0.052993,0.053390,0.034649,0.053976,0.056605,0.073945,0.045281,0.009523,0.077323,0.037019,0.069800,0.087584,0.053264,0.043223,0.036392,0.078928,0.065491,
retrieve,0.054786,0.055425,0.068796,0.074932,0.037255,0.039632,0.050419,0.035806,0.080900,0.047182,0.061861,0.044279,0.073331,0.038730,0.026747,0.064276,0.068255,0.008060,0.078977,0.057452,0.081081,0.057614,0.040613,0.045194,0.039386,0.016175,0.025699,0.047078,0.037604,0.079450,0.047577,0.033795,0.050398,0.086119,0.069240,0.056521,0.037515,0.069453,0.074869,0.026430,0.031074,0.038176,0.029937,0.038599,0.063322,0.044425,0.055091,0.031845,0.035977,0.084256,0.058491,0.030023,0.055018,0.066953,0.066941,0.036003,0.073158,0.065943,0.050969,0.043352,0.036836,0.027716,0.057121,0.059993,0.059069,0.019763,0.059759,0.039811,0.090365,0.050284,0.080443,0.055128,0.055667,0.012358,0.049173,0.073212,0.028409,0.027871,0.076194,0.054728,0.045042,0.030942,0.068728,0.054811,0.013906,0.040224,0.081768,0.013268,0.015173,0.027815,0.039815,0.064510,0.077099,0.013955,0.013267,0.022292,0.069042,0.053262,0.061279,0.042713,
Time,0.051537,0.069164,0.073149,0.051616,0.040983,0.057788,0.056401,0.059371,0.068705,0.012396,0.070962,0.055186,0.068006,0.055571,0.019515,0.061767,0.006769,0.016681,0.048387,0.024442,0.029658,0.011588,0.049157,0.048839,0.040169,0.089285,0.044215,0.054712,0.058902,0.004513,0.034488,0.048111,0.057436,0.088190,0.017483,0.048710,0.029563,0.058969,0.052018,0.082744,0.043778,0.038824,0.025122,0.037503,0.054908,0.038622,0.052440,0.021866,0.076345,0.026638,0.035365,0.038366,0.063430,0.040952,0.043916,0.076464,0.014806,0.053942,0.047075,0.064201,0.045485,0.060679,0.054363,0.022152,0.042704,0.009166,0.057949,0.043706,0.075264,0.070032,0.039742,0.069611,0.036108,0.075913,0.048314,0.047254,0.056570,0.032245,0.014078,0.063362,0.017469,0.073089,0.059422,0.063113,0.013179,0.039600,0.029161,0.041761,0.049628,0.052713,0.009631,0.024340,0.050876,0.075814,0.058725,0.035115,0.065787,0.037097,0.037782,0.038216,
Mind,0.051326,0.061185,0.093572,0.038496,0.046813,0.038015,0.088198,0.033101,0.075977,0.052324,0.059804,0.049502,0.073404,0.075730,0.073306,0.074896,0.067633,0.057716,0.082248,0.076338,0.055925,0.077113,0.071271,0.062828,0.061654,0.074765,0.046602,0.039371,0.054672,0.066903,0.044799,0.078550,0.032159,0.044396,0.082616,0.057098,0.048787,0.033414,0.022066,0.040357,0.063354,0.066605,0.032008,0.014949,0.072757,0.001760,0.077644,0.053034,0.048765,0.050322,0.049244,0.031592,0.050548,0.017935,0.044067,0.053702,0.033001,0.057111,0.028082,0.039506,0.034075,0.069881,0.032220,0.062396,0.047722,0.074175,0.056662,0.050642,0.044200,0.096367,0.043420,0.042267,0.044192,0.053488,0.031660,0.024165,0.070017,0.053764,0.045523,0.059880,0.069093,0.085388,0.057746,0.092520,0.079247,0.087137,0.060767,0.064204,0.045498,0.035960,0.069754,0.031847,0.067676,0.068936,0.039320,0.068448,0.052117,0.065328,0.069529,0.017328,
be,0.054842,0.063039,0.025780,0.053713,0.072891,0.065856,0.036955,0.039294,0.044105,0.058649,0.069758,0.088808,0.055472,0.066097,0.061492,0.054569,0.019957,0.039253,0.037302,0.069374,0.064589,0.055960,0.043251,0.063369,0.044519,0.037681,0.010512,0.030998,0.047567,0.069487,0.046741,0.063975,0.088237,0.065583,0.018610,0.071910,0.065797,0.062352,0.062410,0.087858,0.040289,0.039213,0.061782,0.060902,0.094735,0.054278,0.070258,0.014279,0.078326,0.018959,0.047065,0.050261,0.052400,0.046570,0.058656,0.061212,0.045442,0.014776,0.078844,0.033139,0.014957,0.019075,0.064374,0.018828,0.012084,0.036567,0.066204,0.072641,0.075175,0.029403,0.037694,0.038111,0.053750,0.038150,0.025629,0.061511,0.015377,0.062894,0.030373,0.052742,0.024059,0.034001,0.063722,0.046076,0.060966,0.059856,0.033780,0.073458,0.042660,0.036094,0.037205,0.035542,0.050177,0.054685,0.058847,0.031739,0.044452,0.060752,0.076612,0.069327,
The,0.083666,0.060924,0.060563,0.016416,0.082723,0.025785,0.044142,0.051886,0.026085,0.013238,0.013721,0.015387,0.053949,0.010867,0.070566,0.050243,0.007852,0.046841,0.047343,0.037420,0.045683,0.047862,0.036759,0.059200,0.046808,0.084868,0.065664,0.037944,0.070847,0.022016,0.027239,0.041193,0.029051,0.014629,0.064364,0.061688,0.057206,0.045434,0.066350,0.052187,0.037138,0.047832,0.037036,0.024915,0.044200,0.048497,0.053297,0.062292,0.038620,0.044061,0.010257,0.055520,0.056716,0.034593,0.021203,0.040005,0.070851,0.052910,0.023680,0.037297,0.053039,0.036104,0.090342,0.065494,0.068514,0.078603,0.051681,0.086355,0.057099,0.032030,0.030102,0.037037,0.019331,0.044764,0.063976,0.080324,0.067605,0.048415,0.038148,0.022893,0.035768,0.054681,0.077917,0.022308,0.018668,0.061195,0.080689,0.049585,0.029488,0.070067,0.056826,0.019350,0.048355,0.063491,0.064218,0.009687,0.055473,0.046433,0.084294,0.077730,
finding,0.018729,0.084877,0.086350,0.042892,0.025539,0.014361,0.069151,0.014634,0.059036,0.043701,0.013021,0.063268,0.042348,0.053180,0.088085,0.053771,0.032260,0.041098,0.065439,0.059805,0.054963,0.033366,0.064525,0.034914,0.044311,0.050314,0.047041,0.062925,0.045718,0.049361,0.047126,0.059430,0.081266,0.027817,0.032920,0.087065,0.082606,0.018407,0.043923,0.045293,0.020809,0.054045,0.069295,0.027367,0.058083,0.037368,0.013077,0.053711,0.029293,0.072129,0.033298,0.039119,0.067118,0.064460,0.076344,0.065404,0.051161,0.006941,0.032324,0.047873,0.082676,0.022170,0.058356,0.055502,0.047265,0.041802,0.035480,0.044085,0.060957,0.038788,0.049539,0.024593,0.052773,0.019948,0.038144,0.032491,0.073538,0.069216,0.078081,0.054196,0.064561,0.053430,0.069400,0.048792,0.053785,0.042980,0.038366,0.061107,0.049205,0.032644,0.086191,0.059190,0.009533,0.017128,0.053318,0.050184,0.048173,0.056799,0.029609,0.082063,
failing,0.043348,0.048974,0.082745,0.035098,0.044847,0.054611,0.052270,0.043148,0.078242,0.064560,0.034189,0.075320,0.081966,0.061316,0.030419,0.028546,0.041974,0.081060,0.045194,0.016993,0.052322,0.047630,0.055009,0.072512,0.080251,0.009384,0.040219,0.043470,0.069233,0.086651,0.030931,0.038779,0.065049,0.016036,0.042638,0.042535,0.049239,0.035380,0.047394,0.006663,0.044364,0.091541,0.037473,0.011327,0.052921,0.064238,0.060903,0.026804,0.053589,0.023784,0.073177,0.042451,0.089450,0.047310,0.084369,0.056581,0.033763,0.040312,0.033243,0.044342,0.041806,0.044516,0.042748,0.020132,0.062573,0.033189,0.052415,0.040973,0.087350,0.019222,0.054703,0.039287,0.040116,0.058625,0.059296,0.051090,0.063908,0.057066,0.033857,0.044296,0.074138,0.054849,0.016940,0.062171,0.052381,0.087386,0.046241,0.058076,0.063294,0.047071,0.072529,0.056413,0.047127,0.016578,0.090088,0.055154,0.046952,0.054971,0.064651,0.041017,
had,0.046782,0.056945,0.081135,0.029995,0.064073,0.018127,0.013586,0.037435,0.059704,0.067168,0.047754,0.053516,0.012852,0.043812,0.035552,0.062821,0.059963,0.034295,0.020656,0.045471,0.085142,0.071889,0.061411,0.034500,0.041959,0.043745,0.054792,0.051679,0.041228,0.077081,0.069007,0.036466,0.033634,0.053491,0.074387,0.076258,0.011217,0.048718,0.031786,0.045173,0.052614,0.054632,0.040193,0.055308,0.039593,0.062475,0.057514,0.006737,0.027405,0.020571,0.071668,0.076416,0.029218,0.030509,0.019717,0.019560,0.075535,0.039312,0.043298,0.066943,0.045080,0.036331,0.076624,0.081848,0.059584,0.030303,0.077707,0.075288,0.042544,0.061823,0.041740,0.032369,0.041002,0.083460,0.058072,0.031576,0.059175,0.062304,0.009903,0.055216,0.074442,0.014772,0.065963,0.092649,0.035553,0.031880,0.050462,0.026308,0.077481,0.039356,0.079287,0.025884,0.069287,0.053277,0.045327,0.045826,0.073640,0.057686,0.091993,0.034154,
Clint's,0.063354,0.050468,0.013325,0.057021,0.042050,0.070287,0.039339,0.029893,0.088860,0.027611,0.028258,0.044946,0.057799,0.041387,0.056469,0.074880,0.029294,0.071594,0.022203,0.063030,0.033628,0.070695,0.079776,0.082795,0.038135,0.066412,0.028422,0.088763,0.019625,0.053300,0.041534,0.078192,0.075413,0.030660,0.081646,0.082292,0.051862,0.077209,0.014242,0.020252,0.027821,0.046247,0.071913,0.060874,0.033784,0.054438,0.027808,0.025306,0.036917,0.045892,0.016825,0.046168,0.033915,0.045509,0.073152,0.082827,0.030205,0.056703,0.042945,0.067619,0.085382,0.047259,0.054473,0.057171,0.080168,0.029498,0.015655,0.034273,0.007272,0.041364,0.044035,0.044794,0.088174,0.021242,0.018224,0.022482,0.038579,0.033926,0.031003,0.020683,0.024716,0.070744,0.067205,0.065324,0.035477,0.042028,0.054886,0.045082,0.050512,0.071700,0.076388,0.065059,0.048732,0.030666,0.026904,0.047317,0.054514,0.025608,0.052304,0.044561,
he,0.062148,0.033954,0.086774,0.042589,0.036965,0.056447,0.049267,0.049958,0.066253,0.059406,0.039759,0.075386,0.056601,0.059012,0.071038,0.053453,0.083423,0.061372,0.056701,0.020555,0.054586,0.033121,0.092889,0.060141,0.085587,0.049042,0.063252,0.039541,0.036260,0.027982,0.070680,0.047484,0.034849,0.073588,0.047466,0.045718,0.060551,0.059994,0.030862,0.055136,0.054326,0.024328,0.010924,0.045129,0.083164,0.042231,0.047772,0.050712,0.070340,0.041128,0.053147,0.052014,0.060717,0.041208,0.009810,0.029309,0.068546,0.066423,0.022398,0.037011,0.087047,0.021356,0.065471,0.066952,0.074868,0.085729,0.057295,0.057414,0.076343,0.047186,0.007720,0.048486,0.042058,0.003371,0.047579,0.036688,0.050757,0.059241,0.074849,0.054709,0.052223,0.036113,0.030537,0.043815,0.018125,0.041053,0.040652,0.071728,0.047292,0.081559,0.035356,0.052876,0.030267,0.046590,0.070259,0.004210,0.048331,0.013890,0.069511,0.054565,
result,0.038495,0.052155,0.055399,0.067083,0.063208,0.037038,0.057659,0.022725,0.062111,0.065516,0.024276,0.014459,0.038656,0.020342,0.050246,0.077076,0.090033,0.040062,0.084274,0.038988,0.052536,0.064937,0.025334,0.035619,0.031090,0.065877,0.032993,0.008313,0.035371,0.031696,0.048130,0.021329,0.027998,0.048674,0.072881,0.045926,0.036001,0.039988,0.061457,0.052017,0.072004,0.040538,0.037751,0.030127,0.057472,0.071795,0.066369,0.034629,0.078815,0.026607,0.042245,0.056512,0.015390,0.032188,0.079481,0.035916,0.080988,0.015269,0.033738,0.003725,0.039630,0.055650,0.044865,0.086524,0.063293,0.022118,0.073358,0.017255,0.060832,0.008773,0.070431,0.050554,0.069325,0.026132,0.045920,0.013298,0.053933,0.039709,0.060927,0.083039,0.074500,0.055243,0.057654,0.039281,0.059051,0.046594,0.043117,0.051891,0.031139,0.067299,0.048771,0.032459,0.031614,0.054549,0.026937,0.065754,0.036625,0.048492,0.039868,0.083186,
reunited,0.049458,0.070226,0.033078,0.063715,0.048119,0.070659,0.048349,0.049952,0.076634,0.037018,0.082979,0.045069,0.052465,0.064806,0.084214,0.019793,0.067621,0.041564,0.071283,0.042833,0.036163,0.050737,0.052506,0.019127,0.079322,0.041797,0.070745,0.052537,0.051325,0.046082,0.078476,0.061414,0.025606,0.086388,0.059585,0.052974,0.044552,0.031112,0.045852,0.038240,0.043788,0.090272,0.077940,0.035652,0.072526,0.060066,0.063091,0.096883,0.030429,0.043253,0.053835,0.024304,0.069956,0.056624,0.070183,0.040198,0.097097,0.055095,0.057426,0.071487,0.055299,0.051569,0.022219,0.060866,0.049671,0.001727,0.024758,0.026229,0.038536,0.069594,0.051239,0.028098,0.054547,0.022584,0.051996,0.037997,0.066602,0.051204,0.008437,0.055123,0.022072,0.042729,0.032757,0.022725,0.052610,0.071203,0.034365,0.066075,0.013226,0.067107,0.046220,0.019629,0.056459,0.047454,0.068906,0.074824,0.067528,0.016980,0.051544,0.041774,
theory,0.082117,0.061949,0.043649,0.047346,0.092190,0.051035,0.018938,0.057462,0.036472,0.029020,0.057226,0.061063,0.073181,0.040277,0.056910,0.047464,0.022731,0.019381,0.054571,0.055746,0.072011,0.029868,0.003926,0.047206,0.046235,0.059624,0.023190,0.033311,0.086592,0.037999,0.039472,0.034508,0.027986,0.091507,0.052967,0.051718,0.031241,0.060902,0.050864,0.071605,0.054218,0.028813,0.080321,0.034102,0.040137,0.050203,0.047750,0.032508,0.055323,0.060737,0.029616,0.041777,0.053526,0.035857,0.061142,0.065708,0.058380,0.018642,0.041342,0.059364,0.052024,0.071891,0.023651,0.020848,0.052323,0.061412,0.050904,0.049441,0.076115,0.045113,0.045150,0.011467,0.066078,0.056179,0.005976,0.047366,0.029443,0.056547,0.036551,0.081443,0.060984,0.076272,0.008485,0.056863,0.027321,0.028974,0.012855,0.002281,0.050915,0.041908,0.066657,0.007917,0.071071,0.080238,0.050635,0.027215,0.063273,0.020613,0.054324,0.072403,
return,0.053547,0.071577,0.057015,0.013768,0.051088,0.036503,0.066349,0.068314,0.053758,0.050450,0.050531,0.011731,0.021440,0.082426,0.075423,0.034007,0.065188,0.081789,0.056796,0.054173,0.043803,0.007698,0.053779,0.048032,0.066565,0.036816,0.060611,0.051685,0.028322,0.058638,0.025556,0.061445,0.074096,0.065369,0.049372,0.040870,0.071170,0.046741,0.040246,0.022288,0.040032,0.045643,0.046752,0.048486,0.071288,0.093806,0.074434,0.030182,0.079848,0.057944,0.031679,0.022746,0.071594,0.071563,0.054402,0.059976,0.088667,0.065797,0.031574,0.051365,0.087100,0.054573,0.048137,0.058229,0.047833,0.050913,0.053526,0.042433,0.070391,0.064563,0.081949,0.015662,0.034106,0.052374,0.061072,0.079874,0.027748,0.017412,0.061760,0.048088,0.024935,0.086653,0.066775,0.019306,0.069696,0.054010,0.088117,0.058523,0.007998,0.031046,0.079230,0.049943,0.046881,0.050406,0.049344,0.039877,0.067441,0.081497,0.026094,0.056397,
Space,0.038112,0.055628,0.039449,0.043513,0.034736,0.094843,0.038318,0.054234,0.013818,0.025175,0.023080,0.029642,0.018306,0.047798,0.033960,0.086955,0.066377,0.045338,0.031492,0.040160,0.012468,0.029270,0.052782,0.035856,0.082742,0.043989,0.053192,0.048027,0.043643,0.065879,0.061150,0.083491,0.032469,0.046525,0.048425,0.046592,0.019766,0.017003,0.030207,0.032244,0.052244,0.052155,0.069494,0.080963,0.042235,0.035988,0.067616,0.050755,0.064716,0.089671,0.018311,0.071343,0.044323,0.065309,0.049520,0.050027,0.091113,0.066787,0.054744,0.050922,0.050420,0.069150,0.035500,0.059260,0.048682,0.078678,0.037679,0.051558,0.064015,0.054290,0.020420,0.018146,0.076639,0.067927,0.001989,0.043133,0.018641,0.049735,0.036602,0.040202,0.066390,0.069312,0.010533,0.058123,0.072012,0.042254,0.052380,0.068522,0.056606,0.062707,0.048346,0.073532,0.062837,0.083538,0.072531,0.049191,0.023850,0.038842,0.038864,0.062860,
during,0.017074,0.037552,0.059934,0.054300,0.015773,0.040458,0.026795,0.063756,0.008289,0.084899,0.059818,0.051724,0.040298,0.040870,0.063347,0.028086,0.046978,0.056997,0.029858,0.031463,0.041428,0.070244,0.009938,0.032100,0.037858,0.049582,0.044006,0.092700,0.028370,0.064343,0.056819,0.032764,0.080009,0.045210,0.016752,0.029319,0.060312,0.036150,0.041362,0.031196,0.069431,0.047072,0.030219,0.040066,0.058804,0.058043,0.054005,0.074759,0.082355,0.082057,0.033393,0.051264,0.061713,0.064853,0.069962,0.054241,0.042943,0.019796,0.056230,0.055490,0.037968,0.052339,0.087787,0.077626,0.067414,0.066883,0.004478,0.014877,0.033472,0.056555,0.049018,0.084898,0.042429,0.040434,0.080441,0.047696,0.041776,0.053208,0.049058,0.056955,0.044623,0.056923,0.047849,0.028451,0.007903,0.025662,0.085242,0.034624,0.062606,0.075369,0.024713,0.080493,0.073659,0.065732,0.053661,0.027588,0.084137,0.082788,0.064697,0.042161,
hearing,0.035091,0.064461,0.021493,0.013194,0.042199,0.037419,0.035546,0.065635,0.018046,0.053181,0.051623,0.005833,0.024287,0.074589,0.011131,0.016329,0.042149,0.051772,0.063401,0.016882,0.063732,0.050143,0.064704,0.053676,0.052820,0.072461,0.054650,0.042828,0.055402,0.021002,0.085384,0.026024,0.036351,0.005717,0.073507,0.055399,0.049244,0.013866,0.050184,0.070427,0.036629,0.011130,0.026380,0.060052,0.085479,0.048024,0.086818,0.022482,0.041769,0.062968,0.035861,0.072743,0.050535,0.036808,0.012404,0.089189,0.053426,0.046350,0.062132,0.034941,0.069110,0.009409,0.068451,0.094999,0.052702,0.040477,0.095724,0.014547,0.028983,0.092450,0.054860,0.084324,0.062623,0.014677,0.024106,0.049828,0.072323,0.022501,0.094449,0.047184,0.073660,0.031770,0.027547,0.069081,0.022242,0.036036,0.066988,0.078643,0.061351,0.026157,0.074000,0.042215,0.016317,0.040281,0.039440,0.056188,0.042911,0.024327,0.047375,0.047718,
battle,0.005115,0.018067,0.045216,0.046772,0.037767,0.066078,0.070896,0.017535,0.049545,0.091898,0.045130,0.040363,0.034393,0.067394,0.085685,0.028957,0.042749,0.065836,0.047175,0.074825,0.072525,0.055932,0.039789,0.057570,0.044068,0.029299,0.017674,0.010513,0.046678,0.077150,0.041592,0.046309,0.044606,0.054956,0.050056,0.047426,0.064507,0.054806,0.019304,0.033240,0.028037,0.051853,0.062763,0.044106,0.028132,0.036096,0.084413,0.037298,0.025542,0.028454,0.033845,0.071743,0.029550,0.043969,0.038102,0.056927,0.027204,0.065596,0.048805,0.056237,0.058425,0.070516,0.023378,0.018817,0.060095,0.050414,0.029018,0.037450,0.058366,0.038002,0.050745,0.031232,0.029821,0.051259,0.072458,0.044883,0.059037,0.063415,0.043954,0.045541,0.039572,0.069732,0.055607,0.047375,0.040850,0.076713,0.058104,0.087508,0.016591,0.045784,0.030203,0.064984,0.033121,0.073135,0.085978,0.053973,0.084862,0.056187,0.070163,0.035197,
of,0.027435,0.039545,0.032721,0.022899,0.049508,0.057619,0.053987,0.032000,0.014121,0.021835,0.041438,0.047137,0.046047,0.046109,0.030281,0.078674,0.020372,0.057990,0.029464,0.054320,0.035075,0.016737,0.020358,0.027949,0.080880,0.090143,0.027011,0.032843,0.071603,0.050281,0.064516,0.034216,0.051412,0.042023,0.050044,0.068978,0.053843,0.040463,0.068775,0.041887,0.031192,0.042895,0.062170,0.059477,0.029076,0.064004,0.043063,0.022414,0.071855,0.028678,0.036667,0.068357,0.050858,0.069735,0.014920,0.075913,0.036286,0.034619,0.062756,0.054407,0.039404,0.058363,0.079539,0.021587,0.060119,0.013074,0.035931,0.038334,0.031326,0.077074,0.057410,0.041123,0.020208,0.084018,0.093146,0.058807,0.043758,0.063595,0.060448,0.030944,0.031857,0.045493,0.075451,0.042849,0.037833,0.014096,0.045804,0.069102,0.027254,0.090103,0.048164,0.088524,0.022049,0.095252,0.057736,0.061305,0.036500,0.075462,0.059002,0.066454,
did,0.017350,0.073239,0.075836,0.042531,0.037958,0.072354,0.038508,0.054757,0.034532,0.016231,0.065344,0.038353,0.033764,0.054817,0.016475,0.046594,0.047996,0.076432,0.056775,0.051160,0.073078,0.071726,0.089665,0.005901,0.056879,0.048084,0.044645,0.080063,0.072069,0.031575,0.048546,0.067566,0.044553,0.033169,0.022194,0.020253,0.053309,0.064711,0.064193,0.055531,0.080728,0.067748,0.080057,0.051009,0.055489,0.047512,0.039789,0.079248,0.012042,0.051667,0.065735,0.017574,0.013315,0.049253,0.036237,0.094713,0.079215,0.051875,0.050695,0.025788,0.031277,0.036587,0.039919,0.048052,0.044546,0.045241,0.031834,0.076248,0.055429,0.041794,0.042552,0.072731,0.043705,0.062261,0.019444,0.058017,0.072862,0.030705,0.049948,0.054094,0.057486,0.021242,0.088360,0.050722,0.079976,0.098404,0.077083,0.039326,0.035595,0.061472,0.060079,0.022152,0.069023,0.064561,0.057692,0.064668,0.026137,0.050586,0.041682,0.078688,
an,0.068122,0.051409,0.065711,0.052085,0.036388,0.048497,0.033296,0.081729,0.036935,0.047045,0.058159,0.014223,0.039190,0.056373,0.038294,0.080826,0.042830,0.066152,0.063458,0.082180,0.053350,0.090169,0.064185,0.024789,0.025538,0.036290,0.031784,0.062206,0.036709,0.052273,0.049957,0.011902,0.029068,0.061187,0.078927,0.084052,0.063583,0.047416,0.060665,0.061691,0.080530,0.071683,0.029789,0.034229,0.026201,0.014131,0.049055,0.071297,0.027353,0.068426,0.058929,0.051145,0.032430,0.050212,0.052095,0.085730,0.059974,0.073982,0.023704,0.035474,0.068260,0.083503,0.069495,0.051426,0.082560,0.052590,0.054270,0.011829,0.060583,0.014145,0.010407,0.042551,0.048295,0.031430,0.069612,0.024641,0.035326,0.036363,0.069168,0.046277,0.016713,0.024761,0.044859,0.039467,0.061725,0.026594,0.015750,0.067658,0.021163,0.057366,0.068746,0.048491,0.077455,0.040020,0.081758,0.060140,0.082151,0.018164,0.052219,0.039527,
